Time (s),Channel 1 (V)
-0.051200000000000002,3.3121583540110016
-0.051187499999999997,3.3121583540110016
-0.051174999999999998,3.3121583540110016
-0.0511625,3.3158492511972568
-0.051150000000000001,3.3158492511972568
-0.051137500000000002,3.3121583540110016
-0.051124999999999997,3.3121583540110016
-0.051112499999999998,3.3121583540110016
-0.0511,3.3121583540110016
-0.051087500000000001,3.3158492511972568
-0.051075000000000002,3.3121583540110016
-0.051062499999999997,3.315849251197255
-0.051049999999999998,3.3121583540110016
-0.0510375,3.3121583540110016
-0.051025000000000001,3.3121583540110016
-0.051012500000000002,3.3121583540110016
-0.050999999999999997,3.315849251197255
-0.050987499999999998,3.3121583540110016
-0.050974999999999999,3.3158492511972568
-0.050962500000000001,3.3158492511972568
-0.050950000000000002,3.3158492511972568
-0.050937499999999997,3.3121583540110016
-0.050924999999999998,3.3121583540110016
-0.050912499999999999,3.3121583540110016
-0.050900000000000001,3.3158492511972568
-0.050887500000000002,3.3121583540110016
-0.050874999999999997,3.3121583540110033
-0.050862499999999998,3.3158492511972568
-0.050849999999999999,3.3121583540110016
-0.050837500000000001,3.3158492511972568
-0.050825000000000002,3.3158492511972568
-0.050812499999999997,3.3158492511972568
-0.050799999999999998,3.3158492511972568
-0.050787499999999999,3.3121583540110016
-0.050775000000000001,3.3121583540110016
-0.050762500000000002,3.3158492511972568
-0.050750000000000003,3.3158492511972568
-0.050737499999999998,3.3121583540110016
-0.050724999999999999,3.3158492511972568
-0.050712500000000001,3.3121583540110016
-0.050700000000000002,3.3158492511972568
-0.050687500000000003,3.3158492511972568
-0.050674999999999998,3.3121583540110016
-0.050662499999999999,3.3158492511972568
-0.050650000000000001,3.3158492511972568
-0.050637500000000002,3.3158492511972568
-0.050625000000000003,3.3158492511972568
-0.050612499999999998,3.3158492511972568
-0.050599999999999999,3.3158492511972568
-0.050587500000000001,3.3158492511972568
-0.050575000000000002,3.3158492511972568
-0.050562500000000003,3.3121583540110033
-0.050549999999999998,3.3158492511972568
-0.050537499999999999,3.3158492511972568
-0.050525,3.3121583540110016
-0.050512500000000002,3.3121583540110016
-0.050500000000000003,3.3121583540110016
-0.050487499999999998,3.3121583540110016
-0.050474999999999999,3.3121583540110016
-0.0504625,3.3158492511972568
-0.050450000000000002,3.3121583540110016
-0.050437500000000003,3.315849251197255
-0.050424999999999998,3.3121583540110016
-0.050412499999999999,3.3121583540110016
-0.0504,3.3121583540110016
-0.050387500000000002,3.3121583540110016
-0.050375000000000003,3.3121583540110016
-0.050362499999999998,3.3121583540110016
-0.050349999999999999,3.3121583540110016
-0.0503375,3.3158492511972568
-0.050325000000000002,3.3121583540110016
-0.050312500000000003,3.3121583540110016
-0.050299999999999997,3.3121583540110016
-0.050287499999999999,3.3121583540110016
-0.050275,3.3121583540110016
-0.050262500000000002,3.3121583540110016
-0.050250000000000003,3.315849251197255
-0.050237499999999997,3.3121583540110016
-0.050224999999999999,3.3121583540110016
-0.0502125,3.3121583540110016
-0.050200000000000002,3.3121583540110016
-0.050187500000000003,3.3121583540110016
-0.050174999999999997,3.3121583540110016
-0.050162499999999999,3.3084674568247463
-0.05015,3.3121583540110016
-0.050137500000000002,3.3121583540110016
-0.050125000000000003,3.3121583540110016
-0.050112499999999997,3.3084674568247463
-0.050099999999999999,3.3121583540110016
-0.0500875,3.3121583540110016
-0.050075000000000001,3.3121583540110016
-0.050062500000000003,3.3121583540110016
-0.050049999999999997,3.3158492511972568
-0.050037499999999999,3.3121583540110016
-0.050025,3.3121583540110016
-0.050012500000000001,3.3121583540110016
-0.050000000000000003,3.3121583540110016
-0.049987499999999997,3.3121583540110016
-0.049974999999999999,3.3121583540110016
-0.0499625,3.3121583540110016
-0.049950000000000001,3.3121583540110016
-0.049937500000000003,3.3158492511972568
-0.049924999999999997,3.3121583540110016
-0.049912499999999999,3.3121583540110016
-0.0499,3.3121583540110016
-0.049887500000000001,3.3121583540110016
-0.049875000000000003,3.3121583540110016
-0.049862499999999997,3.315849251197255
-0.049849999999999998,3.3121583540110016
-0.0498375,3.3121583540110016
-0.049825000000000001,3.3084674568247463
-0.049812500000000003,3.3121583540110016
-0.049799999999999997,3.3121583540110033
-0.049787499999999998,3.3158492511972568
-0.049775,3.3121583540110016
-0.049762500000000001,3.3121583540110016
-0.049750000000000003,3.3158492511972568
-0.049737499999999997,3.315849251197255
-0.049724999999999998,3.3121583540110016
-0.0497125,3.3121583540110016
-0.049700000000000001,3.3121583540110016
-0.049687500000000002,3.3121583540110016
-0.049674999999999997,3.3158492511972568
-0.049662499999999998,3.3158492511972568
-0.04965,3.3121583540110016
-0.049637500000000001,3.3158492511972568
-0.049625000000000002,3.3121583540110016
-0.049612499999999997,3.3121583540110033
-0.049599999999999998,3.3158492511972568
-0.0495875,3.3121583540110016
-0.049575000000000001,3.3121583540110016
-0.049562500000000002,3.3158492511972568
-0.049549999999999997,3.315849251197255
-0.049537499999999998,3.3121583540110016
-0.049525,3.3158492511972568
-0.049512500000000001,3.3158492511972568
-0.049500000000000002,3.3121583540110016
-0.049487499999999997,3.3121583540110016
-0.049474999999999998,3.3121583540110016
-0.0494625,3.3158492511972568
-0.049450000000000001,3.3121583540110016
-0.049437500000000002,3.3121583540110016
-0.049424999999999997,3.315849251197255
-0.049412499999999998,3.3121583540110016
-0.049399999999999999,3.3121583540110016
-0.049387500000000001,3.3121583540110016
-0.049375000000000002,3.3158492511972568
-0.049362499999999997,3.3121583540110016
-0.049349999999999998,3.3121583540110016
-0.049337499999999999,3.3121583540110016
-0.049325000000000001,3.3121583540110016
-0.049312500000000002,3.3121583540110016
-0.049299999999999997,3.315849251197255
-0.049287499999999998,3.3121583540110016
-0.049274999999999999,3.3121583540110016
-0.049262500000000001,3.3121583540110016
-0.049250000000000002,3.3232310455697673
-0.049237499999999997,3.3269219427560222
-0.049224999999999998,3.3269219427560222
-0.049212499999999999,3.3232310455697673
-0.049200000000000001,3.3232310455697673
-0.049187500000000002,3.3232310455697673
-0.049175000000000003,3.3232310455697673
-0.049162499999999998,3.3232310455697673
-0.049149999999999999,3.3232310455697673
-0.049137500000000001,3.3232310455697673
-0.049125000000000002,3.3232310455697673
-0.049112500000000003,3.3269219427560204
-0.049099999999999998,3.3232310455697673
-0.049087499999999999,3.3232310455697673
-0.049075000000000001,3.3232310455697673
