Time (s),Channel 1 (V),Channel 2 (V)
-0.0038200000000000005,3.3107102021052941,0.002815035783581039
-0.0038187500000000001,3.3103741082600076,0.0024751883334377632
-0.0038174999999999997,3.3100380144147206,0.002135340883294797
-0.0038162500000000002,3.309701920569434,0.002815035783581039
-0.0038149999999999998,3.309365826724147,0.0031548832337243149
-0.0038137500000000003,3.3086936390335735,0.002815035783581039
-0.0038124999999999999,3.3086936390335735,0.0031548832337243149
-0.0038112500000000004,3.3080214513430009,0.0028150357835811934
-0.00381,3.3076853574977134,0.0024751883334377632
-0.0038087499999999996,3.3073492636524269,0.002815035783581039
-0.0038075000000000001,3.3070131698071399,0.002815035783581039
-0.0038062499999999997,3.3070131698071399,0.0031548832337244693
-0.0038050000000000002,3.3070131698071399,0.0034947306838675903
-0.0038037499999999998,3.3066770759618533,0.0024751883334377632
-0.0038025000000000003,3.3080214513430004,0.0024751883334377632
-0.0038012499999999999,3.3137350467128752,0.002815035783581039
-0.0038000000000000004,3.3154155159393079,0.002815035783581039
-0.00379875,3.3147433282487353,0.0021353408832944878
-0.0037974999999999997,3.3140711405581618,0.0024751883334377632
-0.0037962500000000001,3.3137350467128752,0.0024751883334377632
-0.0037949999999999998,3.3133989528675882,0.0021353408832944878
-0.0037937500000000002,3.3137350467128752,0.0021353408832944878
-0.0037924999999999999,3.3130628590223017,0.0024751883334377632
-0.0037912500000000003,3.3127267651770147,0.0021353408832946422
-0.00379,3.3123906713317282,0.0024751883334377632
-0.0037887500000000005,3.3120545774864412,0.0031548832337240057
-0.0037875000000000001,3.3113823897958676,0.0024751883334377632
-0.0037862499999999997,3.3110462959505811,0.0024751883334377632
-0.0037850000000000002,3.3107102021052941,0.0024751883334377632
-0.0037837499999999998,3.3103741082600076,0.0017954934331512122
-0.0037825000000000003,3.3103741082600076,0.0021353408832944878
-0.0037812499999999999,3.309701920569434,0.0024751883334377632
-0.0037800000000000004,3.3090297328788609,0.0024751883334377632
-0.00377875,3.3090297328788605,0.002815035783581039
-0.0037775000000000005,3.3083575451882874,0.0024751883334379176
-0.0037762500000000001,3.308357545188287,0.0021353408832944878
-0.0037749999999999997,3.3080214513430017,0.0024751883334379176
-0.0037737500000000002,3.3113823897958676,0.002815035783581039
-0.0037724999999999998,3.3167598913204559,0.002815035783581039
-0.0037712500000000003,3.3170959851657424,0.0024751883334377632
